"","imputed_IND","imputed_OCC"
"42475","100","856"
"42476","842","873"
"42477","171","19"
"42478","171","337"
"42479","120","19"
"42480","171","313"
"42481","601","276"
"42482","620","263"
"42483","822","313"
"42484","562","259"
"42485","151","313"
"42486","840","207"
"42487","841","178"
"42488","812","84"
"42489","631","243"
"42490","812","449"
"42491","10","479"
"42492","630","264"
"42493","581","268"
"42494","60","849"
"42495","812","84"
"42496","622","486"
"42497","831","696"
"42498","850","313"
"42499","622","263"
"42500","622","337"
"42501","110","19"
"42502","642","888"
"42503","331","783"
"42504","762","449"
"42505","641","436"
"42506","932","5"
"42507","601","276"
"42508","642","274"
"42509","172","364"
"42510","591","264"
"42511","60","575"
"42512","880","175"
"42513","272","19"
"42514","172","315"
"42515","151","744"
"42516","842","453"
"42517","200","633"
"42518","151","744"
"42519","831","748"
"42520","132","769"
"42521","60","534"
"42522","650","243"
"42523","650","274"
"42524","151","744"
"42525","102","505"
"42526","151","777"
"42527","401","808"
"42528","630","264"
"42529","231","878"
"42530","231","496"
"42531","231","733"
"42532","761","407"
"42533","832","447"
"42534","192","779"
"42535","601","276"
"42536","842","453"
"42537","762","19"
"42538","832","447"
"42539","10","479"
"42540","60","865"
"42541","100","686"
"42542","761","407"
"42543","761","486"
"42544","10","479"
"42545","151","744"
"42546","60","865"
"42547","100","686"
"42548","762","449"
"42549","641","435"
"42550","251","368"
"42551","612","505"
"42552","842","14"
"42553","840","678"
"42554","500","889"
"42555","880","468"
"42556","120","518"
"42557","831","365"
"42558","641","438"
"42559","600","264"
"42560","771","19"
"42561","880","176"
"42562","831","313"
"42563","161","777"
"42564","702","25"
"42565","460","577"
"42566","132","796"
"42567","621","885"
"42568","762","748"
"42569","762","449"
"42570","641","444"
"42571","621","887"
"42572","151","744"
"42573","60","595"
"42574","700","19"
"42575","712","254"
"42576","421","883"
"42577","762","449"
"42578","832","436"
"42579","762","449"
"42580","11","473"
"42581","11","479"
"42582","932","653"
"42583","601","888"
"42584","641","435"
"42585","641","435"
"42586","550","29"
"42587","850","128"
"42588","60","865"
"42589","591","243"
"42590","632","303"
"42591","901","633"
"42592","10","479"
"42593","132","749"
"42594","132","744"
"42595","60","855"
"42596","20","479"
"42597","832","447"
"42598","842","156"
"42599","102","364"
"42600","100","337"
"42601","142","749"
"42602","421","508"
"42603","612","243"
"42604","612","337"
"42605","251","844"
"42606","640","159"
"42607","640","337"
"42608","142","633"
"42609","910","389"
"42610","112","888"
"42611","832","207"
"42612","751","505"
"42613","842","436"
"42614","761","407"
"42615","152","786"
"42616","60","865"
"42617","60","558"
"42618","151","744"
"42619","161","889"
"42620","151","744"
"42621","11","473"
"42622","621","243"
"42623","630","13"
"42624","441","804"
"42625","591","243"
"42626","832","337"
"42627","641","19"
"42628","760","783"
"42629","711","253"
"42630","842","155"
"42631","882","486"
"42632","160","633"
"42633","541","385"
"42634","441","633"
"42635","842","156"
"42636","632","805"
"42637","142","749"
"42638","142","747"
"42639","162","873"
"42640","142","739"
"42641","340","518"
"42642","700","383"
"42643","141","738"
"42644","910","417"
"42645","151","888"
"42646","160","777"
"42647","342","759"
"42648","342","779"
"42649","160","23"
"42650","682","319"
"42651","132","518"
"42652","831","207"
"42653","790","666"
"42654","601","243"
"42655","151","744"
"42656","841","313"
"42657","230","19"
"42658","60","454"
"42659","791","18"
"42660","831","105"
"42661","711","253"
"42662","932","364"
"42663","812","446"
"42664","230","856"
"42665","700","337"
"42666","242","657"
"42667","641","435"
"42668","910","417"
"42669","300","777"
"42670","230","496"
"42671","642","877"
"42672","231","878"
"42673","550","883"
"42674","150","747"
"42675","150","738"
"42676","641","276"
"42677","60","575"
"42678","100","889"
"42679","100","686"
"42680","60","567"
"42681","151","744"
"42682","640","186"
"42683","142","667"
"42684","151","744"
"42685","871","174"
"42686","60","585"
"42687","632","657"
"42688","621","783"
"42689","641","436"
"42690","142","739"
"42691","762","449"
"42692","641","444"
"42693","230","804"
"42694","832","449"
"42695","772","458"
"42696","842","157"
"42697","910","417"
"42698","762","449"
"42699","60","844"
"42700","591","365"
"42701","550","799"
"42702","10","479"
"42703","910","418"
"42704","832","447"
"42705","261","888"
"42706","151","744"
"42707","142","518"
"42708","152","744"
"42709","142","749"
"42710","142","738"
"42711","791","313"
"42712","401","808"
"42713","100","883"
"42714","60","865"
"42715","151","744"
"42716","142","738"
"42717","261","777"
"42718","151","744"
"42719","132","744"
"42720","842","157"
"42721","842","157"
"42722","562","888"
"42723","842","436"
"42724","262","883"
"42725","772","458"
"42726","910","386"
"42727","612","263"
"42728","842","14"
"42729","822","87"
"42730","840","19"
"42731","601","243"
"42732","162","777"
"42733","401","808"
"42734","591","264"
"42735","241","734"
"42736","142","749"
"42737","142","796"
"42738","142","518"
"42739","142","426"
"42740","142","738"
"42741","142","877"
"42742","231","505"
"42743","761","406"
"42744","761","207"
"42745","591","243"
"42746","631","265"
"42747","612","263"
"42748","550","633"
"42749","291","777"
"42750","151","744"
"42751","550","883"
"42752","140","738"
"42753","291","888"
"42754","620","243"
"42755","841","178"
"42756","272","178"
"42757","850","19"
"42758","280","45"
"42759","140","749"
"42760","860","159"
"42761","410","885"
"42762","852","453"
"42763","591","264"
"42764","271","785"
"42765","592","274"
"42766","600","889"
"42767","151","744"
"42768","291","706"
"42769","842","468"
"42770","142","749"
"42771","460","577"
"42772","111","777"
"42773","231","804"
"42774","580","805"
"42775","410","804"
"42776","132","518"
"42777","831","447"
"42778","762","449"
"42779","762","449"
"42780","60","853"
"42781","300","363"
"42782","312","783"
"42783","880","453"
"42784","882","866"
"42785","311","259"
"42786","770","468"
"42787","10","479"
"42788","882","19"
"42789","812","95"
"42790","10","479"
"42791","832","447"
"42792","142","738"
"42793","831","449"
"42794","552","243"
"42795","11","473"
"42796","700","303"
"42797","110","883"
"42798","342","777"
"42799","100","754"
"42800","230","804"
"42801","160","79"
"42802","842","157"
"42803","160","777"
"42804","151","744"
"42805","151","744"
"42806","601","276"
"42807","601","276"
"42808","50","633"
"42809","760","19"
"42810","142","887"
"42811","502","804"
"42812","630","264"
"42813","682","243"
"42814","550","259"
"42815","842","468"
"42816","591","29"
"42817","142","738"
"42818","142","738"
"42819","142","738"
"42820","342","796"
"42821","331","777"
"42822","171","256"
"42823","831","313"
"42824","311","633"
"42825","700","383"
"42826","711","253"
"42827","761","407"
"42828","471","875"
"42829","331","567"
"42830","831","449"
"42831","641","444"
"42832","11","473"
"42833","630","243"
"42834","10","479"
"42835","642","96"
"42836","642","337"
"42837","60","579"
"42838","842","468"
"42839","441","529"
"42840","591","264"
"42841","842","468"
"42842","850","313"
"42843","842","329"
"42844","881","19"
"42845","840","208"
"42846","820","445"
"42847","921","254"
"42848","880","176"
"42849","370","634"
"42850","351","313"
"42851","700","383"
"42852","191","313"
"42853","410","804"
"42854","761","407"
"42855","750","804"
"42856","460","577"
"42857","850","313"
"42858","142","888"
"42859","641","435"
"42860","890","23"
"42861","700","313"
"42862","141","19"
"42863","700","383"
"42864","60","55"
"42865","641","276"
"42866","641","19"
"42867","712","276"
"42868","831","447"
"42869","880","313"
"42870","440","187"
"42871","802","199"
"42872","460","166"
"42873","712","254"
"42874","641","438"
"42875","352","13"
"42876","842","163"
"42877","171","337"
"42878","621","505"
"42879","742","385"
"42880","641","436"
"42881","410","507"
"42882","770","468"
"42883","142","738"
"42884","342","683"
"42885","761","406"
"42886","530","259"
"42887","441","315"
"42888","142","744"
"42889","612","505"
"42890","611","243"
"42891","151","744"
"42892","761","407"
"42893","711","335"
"42894","770","468"
"42895","60","865"
"42896","641","433"
"42897","60","558"
"42898","212","633"
"42899","932","337"
"42900","742","19"
"42901","742","774"
"42902","842","443"
"42903","60","804"
"42904","142","738"
"42905","142","883"
"42906","812","207"
"42907","60","558"
"42908","922","174"
"42909","612","303"
"42910","932","525"
"42911","932","5"
"42912","471","889"
"42913","142","739"
"42914","841","178"
"42915","460","216"
"42916","741","426"
"42917","230","496"
"42918","842","19"
"42919","700","383"
"42920","910","315"
"42921","842","444"
"42922","172","734"
"42923","171","734"
"42924","711","375"
"42925","120","337"
"42926","761","207"
"42927","642","356"
"42928","420","228"
"42929","761","407"
"42930","60","865"
"42931","840","315"
"42932","840","105"
"42933","700","313"
"42934","400","516"
"42935","882","217"
"42936","880","176"
"42937","60","337"
"42938","701","254"
"42939","280","59"
"42940","932","316"
"42941","842","156"
"42942","272","45"
"42943","272","709"
"42944","682","243"
"42945","660","535"
"42946","812","95"
"42947","151","275"
"42948","151","275"
"42949","641","435"
"42950","110","766"
"42951","761","407"
"42952","800","453"
"42953","761","207"
"42954","910","423"
"42955","600","276"
"42956","600","264"
"42957","611","274"
"42958","842","14"
"42959","60","844"
"42960","142","749"
"42961","142","738"
"42962","410","804"
"42963","401","808"
"42964","141","796"
"42965","842","444"
"42966","160","303"
"42967","932","379"
"42968","910","417"
"42969","580","313"
"42970","812","207"
"42971","550","259"
"42972","712","254"
"42973","550","259"
"42974","630","264"
"42975","611","686"
"42976","642","274"
"42977","462","13"
"42978","11","473"
"42979","161","777"
"42980","910","418"
"42981","672","337"
"42982","641","438"
"42983","271","575"
"42984","172","734"
"42985","910","417"
"42986","812","335"
"42987","761","407"
"42988","132","883"
"42989","761","407"
"42990","151","747"
"42991","141","883"
"42992","60","804"
"42993","641","444"
"42994","832","748"
"42995","371","518"
"42996","271","777"
"42997","642","274"
"42998","591","666"
"42999","612","243"
"43000","831","447"
"43001","371","337"
"43002","831","105"
"43003","601","274"
"43004","352","59"
"43005","842","155"
"43006","401","319"
"43007","412","354"
"43008","421","883"
"43009","432","516"
"43010","421","883"
"43011","901","53"
"43012","842","453"
"43013","780","457"
"43014","712","337"
"43015","842","468"
"43016","832","436"
"43017","111","633"
"43018","561","337"
"43019","850","303"
"43020","60","575"
"43021","410","507"
"43022","562","889"
"43023","151","883"
"43024","511","804"
"43025","441","386"
"43026","831","447"
"43027","60","595"
"43028","100","777"
"43029","351","783"
"43030","740","64"
"43031","151","744"
"43032","770","468"
"43033","30","889"
"43034","30","889"
"43035","761","407"
"43036","230","883"
"43037","372","364"
"43038","282","589"
"43039","282","759"
"43040","230","856"
"43041","370","769"
"43042","300","783"
"43043","300","769"
"43044","530","259"
"43045","221","745"
"43046","60","599"
"43047","151","337"
"43048","11","473"
"43049","850","313"
"43050","702","378"
"43051","230","496"
"43052","702","25"
"43053","421","465"
"43054","842","156"
"43055","10","479"
"43056","630","243"
"43057","751","514"
"43058","151","744"
"43059","470","865"
"43060","180","889"
"43061","60","599"
"43062","151","744"
"43063","601","877"
"43064","700","337"
"43065","142","519"
"43066","142","738"
"43067","580","547"
"43068","641","435"
"43069","30","889"
"43070","932","809"
"43071","842","436"
"43072","630","315"
"43073","850","329"
"43074","850","486"
"43075","932","633"
"43076","351","777"
"43077","591","264"
"43078","351","365"
"43079","601","276"
"43080","641","436"
"43081","230","727"
"43082","151","744"
"43083","230","883"
"43084","60","567"
"43085","612","337"
