"","imputed_IND","imputed_OCC"
"40922","922","376"
"40923","60","558"
"40924","831","447"
"40925","262","777"
"40926","60","864"
"40927","310","796"
"40928","360","597"
"40929","642","877"
"40930","831","105"
"40931","802","463"
"40932","60","849"
"40933","592","276"
"40934","60","593"
"40935","741","426"
"40936","831","19"
"40937","842","156"
"40938","440","256"
"40939","802","19"
"40940","441","529"
"40941","530","376"
"40942","890","23"
"40943","891","463"
"40944","60","593"
"40945","151","888"
"40946","842","27"
"40947","841","313"
"40948","320","634"
"40949","320","785"
"40950","410","805"
"40951","842","155"
"40952","842","387"
"40953","831","447"
"40954","560","633"
"40955","142","749"
"40956","142","738"
"40957","842","453"
"40958","842","436"
"40959","471","875"
"40960","250","777"
"40961","151","747"
"40962","250","785"
"40963","142","749"
"40964","842","387"
"40965","111","777"
"40966","320","633"
"40967","320","785"
"40968","601","243"
"40969","630","264"
"40970","390","777"
"40971","391","769"
"40972","812","84"
"40973","812","319"
"40974","621","276"
"40975","621","276"
"40976","142","518"
"40977","242","744"
"40978","730","313"
"40979","151","744"
"40980","712","254"
"40981","712","254"
"40982","432","386"
"40983","842","468"
"40984","192","883"
"40985","761","407"
"40986","601","877"
"40987","922","468"
"40988","800","186"
"40989","932","5"
"40990","641","686"
"40991","831","447"
"40992","270","779"
"40993","760","257"
"40994","591","264"
"40995","60","567"
"40996","60","599"
"40997","771","747"
"40998","762","469"
"40999","641","449"
"41000","60","865"
"41001","831","446"
"41002","60","579"
"41003","151","796"
"41004","632","804"
"41005","761","407"
"41006","872","276"
"41007","751","505"
"41008","530","507"
"41009","192","364"
"41010","192","313"
"41011","641","436"
"41012","530","507"
"41013","142","738"
"41014","142","738"
"41015","142","739"
"41016","262","633"
"41017","262","777"
"41018","932","523"
"41019","60","558"
"41020","60","337"
"41021","60","865"
"41022","360","633"
"41023","142","518"
"41024","151","889"
"41025","151","744"
"41026","120","259"
"41027","151","744"
"41028","910","418"
"41029","151","744"
"41030","632","534"
"41031","60","865"
"41032","60","567"
"41033","60","567"
"41034","700","344"
"41035","641","434"
"41036","441","228"
"41037","402","19"
"41038","641","436"
"41039","932","218"
"41040","630","453"
"41041","152","877"
"41042","831","348"
"41043","831","315"
"41044","871","159"
"41045","140","547"
"41046","530","337"
"41047","841","178"
"41048","142","738"
"41049","910","228"
"41050","630","264"
"41051","831","365"
"41052","331","337"
"41053","342","796"
"41054","151","315"
"41055","722","453"
"41056","241","727"
"41057","141","744"
"41058","151","744"
"41059","331","777"
"41060","682","563"
"41061","441","348"
"41062","441","348"
"41063","60","883"
"41064","60","558"
"41065","142","216"
"41066","910","418"
"41067","441","348"
"41068","752","523"
"41069","151","877"
"41070","771","19"
"41071","512","13"
"41072","932","365"
"41073","831","313"
"41074","882","223"
"41075","620","263"
"41076","932","313"
"41077","320","55"
"41078","401","808"
"41079","612","263"
"41080","630","264"
"41081","711","13"
"41082","412","355"
"41083","700","19"
"41084","700","383"
"41085","711","253"
"41086","342","337"
"41087","880","176"
"41088","601","276"
"41089","181","888"
"41090","591","264"
"41091","410","804"
"41092","251","633"
"41093","761","407"
"41094","641","438"
"41095","111","259"
"41096","630","276"
"41097","832","436"
"41098","550","805"
"41099","831","447"
"41100","712","313"
"41101","60","855"
"41102","171","736"
"41103","142","738"
"41104","142","518"
"41105","100","883"
"41106","142","738"
"41107","142","738"
"41108","670","633"
"41109","142","799"
"41110","641","438"
"41111","762","449"
"41112","142","749"
"41113","142","738"
"41114","910","348"
"41115","412","354"
"41116","880","313"
"41117","142","804"
"41118","142","308"
"41119","11","473"
"41120","11","479"
"41121","441","529"
"41122","831","203"
"41123","60","575"
"41124","800","276"
"41125","331","633"
"41126","842","379"
"41127","511","633"
"41128","591","264"
"41129","641","435"
"41130","331","637"
"41131","331","796"
"41132","550","805"
"41133","272","426"
"41134","742","19"
"41135","591","243"
"41136","591","243"
"41137","682","274"
"41138","770","19"
"41139","410","804"
"41140","192","19"
"41141","850","216"
"41142","601","243"
"41143","601","274"
"41144","11","473"
"41145","11","479"
"41146","741","426"
"41147","331","567"
"41148","132","769"
"41149","331","633"
"41150","620","313"
"41151","910","418"
"41152","591","276"
"41153","410","804"
"41154","812","303"
"41155","192","19"
"41156","761","407"
"41157","901","453"
"41158","711","19"
"41159","871","734"
"41160","561","337"
"41161","901","345"
"41162","342","796"
"41163","442","335"
"41164","342","777"
"41165","192","224"
"41166","932","567"
"41167","832","207"
"41168","460","633"
"41169","372","769"
"41170","211","637"
"41171","842","313"
"41172","712","19"
"41173","700","19"
"41174","342","777"
"41175","142","518"
"41176","342","779"
"41177","620","243"
"41178","731","274"
"41179","751","505"
"41180","142","518"
"41181","142","385"
"41182","60","865"
"41183","552","359"
"41184","772","458"
"41185","231","496"
"41186","701","383"
"41187","751","505"
"41188","141","744"
"41189","601","276"
"41190","641","443"
"41191","641","444"
"41192","591","264"
"41193","412","883"
"41194","612","19"
"41195","142","744"
"41196","212","777"
"41197","820","445"
"41198","632","657"
"41199","632","657"
"41200","910","417"
"41201","910","338"
"41202","711","253"
"41203","842","315"
"41204","641","438"
"41205","60","844"
"41206","372","744"
"41207","711","253"
"41208","890","337"
"41209","612","505"
"41210","711","375"
"41211","142","739"
"41212","142","796"
"41213","212","769"
"41214","641","435"
"41215","711","253"
"41216","172","19"
"41217","60","567"
"41218","60","567"
"41219","31","498"
"41220","831","95"
"41221","31","498"
"41222","761","407"
"41223","60","567"
"41224","411","19"
"41225","411","337"
"41226","411","313"
"41227","411","889"
"41228","60","534"
"41229","701","313"
"41230","411","364"
"41231","252","633"
"41232","412","354"
"41233","840","95"
"41234","102","889"
"41235","102","883"
"41236","932","313"
"41237","882","774"
"41238","460","539"
"41239","420","319"
"41240","842","453"
"41241","412","313"
"41242","360","426"
"41243","922","5"
"41244","592","276"
"41245","601","877"
"41246","151","744"
"41247","831","95"
"41248","761","406"
"41249","632","378"
"41250","881","435"
"41251","60","567"
"41252","850","313"
"41253","180","738"
"41254","180","777"
"41255","592","276"
"41256","841","313"
"41257","612","243"
"41258","192","19"
"41259","231","313"
"41260","700","19"
"41261","502","804"
"41262","311","453"
"41263","930","486"
"41264","151","744"
"41265","11","473"
"41266","410","804"
"41267","180","338"
"41268","760","668"
"41269","642","274"
"41270","641","435"
"41271","751","505"
"41272","60","585"
"41273","842","155"
"41274","411","804"
"41275","251","19"
"41276","331","777"
"41277","212","259"
"41278","142","313"
"41279","10","479"
"41280","441","348"
"41281","722","453"
"41282","761","407"
"41283","60","865"
"41284","641","436"
"41285","641","444"
"41286","641","19"
"41287","60","558"
"41288","60","55"
"41289","180","738"
"41290","612","13"
"41291","831","206"
"41292","142","738"
"41293","151","744"
"41294","932","766"
"41295","712","337"
"41296","620","263"
"41297","562","278"
"41298","901","567"
"41299","401","808"
"41300","441","527"
"41301","871","385"
"41302","672","804"
"41303","700","389"
"41304","601","877"
"41305","772","458"
"41306","530","259"
"41307","60","558"
"41308","871","276"
"41309","712","575"
"41310","842","468"
"41311","60","565"
"41312","60","565"
"41313","391","796"
"41314","180","518"
"41315","60","567"
"41316","732","26"
"41317","751","19"
"41318","831","95"
"41319","462","23"
"41320","842","156"
"41321","812","84"
"41322","211","59"
"41323","641","435"
"41324","642","96"
"41325","831","95"
"41326","642","276"
"41327","740","308"
"41328","880","176"
"41329","630","264"
"41330","550","19"
"41331","860","337"
"41332","650","243"
"41333","700","383"
"41334","462","216"
"41335","441","303"
"41336","331","544"
"41337","60","593"
"41338","621","243"
"41339","142","749"
"41340","331","518"
"41341","151","744"
"41342","151","744"
"41343","751","505"
"41344","142","744"
"41345","850","139"
"41346","842","387"
"41347","391","769"
"41348","601","877"
"41349","831","95"
"41350","630","264"
"41351","910","424"
"41352","11","473"
"41353","711","313"
"41354","901","453"
"41355","441","529"
"41356","711","253"
"41357","871","174"
"41358","342","759"
"41359","580","268"
"41360","762","317"
"41361","842","157"
"41362","842","156"
"41363","511","804"
"41364","142","738"
"41365","60","844"
"41366","771","275"
"41367","712","16"
"41368","762","379"
"41369","932","159"
"41370","842","387"
"41371","591","435"
"41372","60","583"
"41373","831","95"
"41374","601","686"
"41375","60","563"
"41376","870","313"
"41377","142","739"
"41378","142","739"
"41379","541","259"
"41380","812","313"
"41381","711","19"
"41382","842","313"
"41383","660","535"
"41384","660","535"
"41385","60","558"
"41386","142","739"
"41387","702","25"
"41388","831","95"
"41389","410","633"
"41390","142","738"
"41391","802","889"
"41392","342","575"
"41393","141","308"
"41394","842","313"
"41395","842","157"
"41396","700","19"
"41397","192","585"
"41398","10","479"
"41399","842","436"
"41400","60","558"
"41401","432","376"
"41402","60","218"
"41403","802","175"
"41404","842","157"
"41405","842","157"
"41406","521","316"
"41407","711","253"
"41408","11","473"
"41409","842","379"
"41410","10","479"
"41411","142","738"
"41412","601","686"
"41413","142","738"
"41414","141","738"
"41415","791","889"
"41416","641","444"
"41417","340","744"
"41418","641","276"
"41419","142","453"
"41420","151","877"
"41421","60","558"
"41422","771","748"
"41423","752","507"
"41424","140","749"
"41425","151","379"
"41426","60","585"
"41427","592","274"
"41428","142","579"
"41429","391","338"
"41430","391","796"
"41431","612","759"
"41432","761","207"
"41433","142","749"
"41434","60","599"
"41435","111","777"
"41436","850","469"
"41437","910","423"
"41438","111","453"
"41439","331","777"
"41440","152","796"
"41441","140","749"
"41442","850","163"
"41443","11","473"
"41444","761","407"
"41445","231","878"
"41446","341","683"
"41447","401","507"
"41448","842","436"
"41449","151","744"
"41450","601","877"
"41451","640","243"
"41452","621","885"
"41453","321","785"
"41454","11","517"
"41455","10","479"
"41456","60","544"
"41457","60","319"
"41458","331","64"
"41459","842","157"
"41460","152","305"
"41461","531","505"
"41462","142","738"
"41463","410","804"
"41464","641","19"
"41465","860","197"
"41466","702","385"
"41467","881","389"
"41468","722","337"
"41469","840","319"
"41470","331","518"
"41471","142","738"
"41472","910","418"
"41473","142","739"
"41474","60","579"
"41475","761","889"
"41476","831","444"
"41477","832","449"
"41478","391","769"
"41479","832","447"
"41480","250","453"
"41481","831","208"
"41482","441","315"
"41483","831","364"
"41484","142","888"
"41485","761","407"
"41486","151","744"
"41487","832","449"
"41488","842","157"
"41489","620","505"
"41490","620","505"
"41491","601","274"
"41492","621","885"
"41493","641","276"
"41494","621","885"
"41495","410","804"
"41496","60","558"
"41497","641","435"
"41498","142","883"
"41499","711","253"
"41500","142","744"
"41501","151","777"
"41502","360","216"
"41503","591","243"
"41504","700","336"
"41505","932","59"
"41506","732","25"
"41507","60","59"
"41508","641","435"
"41509","932","163"
"41510","11","473"
"41511","712","254"
"41512","761","486"
"41513","60","516"
"41514","842","159"
"41515","641","435"
"41516","761","486"
"41517","272","889"
"41518","360","567"
"41519","331","873"
"41520","850","696"
"41521","850","696"
"41522","850","119"
"41523","632","657"
"41524","840","678"
"41525","192","575"
"41526","700","383"
"41527","60","575"
"41528","60","313"
"41529","60","597"
"41530","812","95"
"41531","850","534"
"41532","641","435"
"41533","471","694"
"41534","60","567"
"41535","591","276"
"41536","601","276"
"41537","60","567"
"41538","511","19"
"41539","770","468"
"41540","831","105"
"41541","831","105"
"41542","922","376"
"41543","591","243"
"41544","142","338"
"41545","632","337"
"41546","562","337"
"41547","832","95"
"41548","342","633"
"41549","111","19"
"41550","842","387"
"41551","600","264"
"41552","600","264"
"41553","60","567"
"41554","611","274"
"41555","622","243"
"41556","922","376"
"41557","60","567"
"41558","342","727"
"41559","850","774"
"41560","850","313"
"41561","412","355"
"41562","530","379"
"41563","60","849"
"41564","842","157"
"41565","622","243"
"41566","842","156"
"41567","842","157"
"41568","590","547"
"41569","590","547"
"41570","620","337"
"41571","770","468"
"41572","831","207"
"41573","60","588"
"41574","931","386"
"41575","21","475"
"41576","21","486"
"41577","21","486"
"41578","832","748"
"41579","462","366"
"41580","881","456"
"41581","871","809"
"41582","762","449"
"41583","31","497"
"41584","151","744"
"41585","930","486"
"41586","932","633"
"41587","761","447"
"41588","21","313"
"41589","932","883"
"41590","641","435"
"41591","831","447"
"41592","932","579"
"41593","931","386"
"41594","842","157"
"41595","712","254"
"41596","441","23"
"41597","641","19"
"41598","641","435"
"41599","711","19"
"41600","842","14"
"41601","932","5"
"41602","840","95"
"41603","641","438"
"41604","172","19"
"41605","712","254"
"41606","932","204"
"41607","921","23"
"41608","621","885"
"41609","842","14"
"41610","462","453"
"41611","751","449"
"41612","842","443"
"41613","842","436"
"41614","751","505"
"41615","882","313"
"41616","630","264"
"41617","171","356"
"41618","772","458"
"41619","750","23"
"41620","711","216"
"41621","742","314"
"41622","641","435"
"41623","621","505"
"41624","731","335"
"41625","890","23"
"41626","352","363"
"41627","221","745"
"41628","352","766"
"41629","410","875"
"41630","831","547"
"41631","591","264"
"41632","441","27"
"41633","331","258"
"41634","441","19"
"41635","441","55"
"41636","831","385"
"41637","711","19"
"41638","921","23"
"41639","401","808"
"41640","121","507"
"41641","60","567"
"41642","711","313"
"41643","60","585"
"41644","60","585"
"41645","172","889"
"41646","60","558"
"41647","512","269"
"41648","711","253"
"41649","880","468"
"41650","441","178"
"41651","880","177"
"41652","331","633"
"41653","531","269"
"41654","331","873"
"41655","641","435"
"41656","470","338"
"41657","831","207"
"41658","512","269"
"41659","591","264"
"41660","842","156"
"41661","500","888"
"41662","842","14"
"41663","842","313"
"41664","421","633"
"41665","910","418"
"41666","530","313"
"41667","421","518"
"41668","562","547"
"41669","642","276"
"41670","351","785"
"41671","512","376"
"41672","212","337"
"41673","441","389"
"41674","540","804"
"41675","932","508"
"41676","910","417"
"41677","592","243"
"41678","842","157"
"41679","831","208"
"41680","341","796"
"41681","641","434"
"41682","742","389"
"41683","410","449"
"41684","580","337"
"41685","641","686"
"41686","280","825"
"41687","400","825"
"41688","641","436"
"41689","410","368"
"41690","521","259"
"41691","601","243"
"41692","192","19"
"41693","931","389"
"41694","882","55"
"41695","60","558"
"41696","742","159"
"41697","541","13"
"41698","212","633"
"41699","601","243"
"41700","190","73"
"41701","760","783"
"41702","250","777"
"41703","250","777"
"41704","60","567"
"41705","601","276"
"41706","172","633"
"41707","850","313"
"41708","591","264"
"41709","250","777"
"41710","591","319"
"41711","60","567"
"41712","110","259"
"41713","551","13"
"41714","142","744"
"41715","641","276"
"41716","591","633"
"41717","630","264"
"41718","800","194"
"41719","242","13"
"41720","711","315"
"41721","750","19"
"41722","640","337"
"41723","250","796"
"41724","212","777"
"41725","541","308"
"41726","831","449"
"41727","212","518"
"41728","512","269"
"41729","831","19"
"41730","842","156"
"41731","842","156"
"41732","712","426"
"41733","351","785"
"41734","871","313"
"41735","351","709"
"41736","60","595"
"41737","761","406"
"41738","282","653"
"41739","901","313"
"41740","351","785"
"41741","910","418"
"41742","641","435"
"41743","700","376"
"41744","171","883"
"41745","842","436"
"41746","300","723"
"41747","460","356"
"41748","850","119"
"41749","591","185"
"41750","601","877"
"41751","712","254"
"41752","660","274"
"41753","660","274"
"41754","541","888"
"41755","700","453"
"41756","881","315"
"41757","812","84"
"41758","712","486"
"41759","512","269"
"41760","762","436"
"41761","342","335"
"41762","171","734"
"41763","591","337"
"41764","700","389"
"41765","352","637"
"41766","831","95"
"41767","711","315"
"41768","142","64"
"41769","842","156"
"41770","770","468"
"41771","550","13"
"41772","411","389"
"41773","901","5"
"41774","932","337"
"41775","60","575"
"41776","60","865"
"41777","412","418"
"41778","500","385"
"41779","591","264"
"41780","421","318"
"41781","60","579"
"41782","500","364"
"41783","60","579"
"41784","331","57"
"41785","322","64"
"41786","581","243"
"41787","842","156"
"41788","282","783"
"41789","671","277"
"41790","530","259"
"41791","60","558"
"41792","412","355"
"41793","850","154"
"41794","842","156"
"41795","800","186"
"41796","172","889"
"41797","842","156"
"41798","841","178"
"41799","850","144"
"41800","641","438"
"41801","831","313"
"41802","251","804"
"41803","562","888"
"41804","671","277"
"41805","601","276"
"41806","60","567"
"41807","641","276"
"41808","642","274"
"41809","762","435"
"41810","601","243"
"41811","880","468"
"41812","311","308"
"41813","212","364"
"41814","591","276"
"41815","162","796"
"41816","761","406"
"41817","342","709"
"41818","901","5"
"41819","881","436"
"41820","922","5"
"41821","910","216"
"41822","700","19"
"41823","641","19"
"41824","441","64"
"41825","850","164"
"41826","441","64"
"41827","161","777"
"41828","630","264"
"41829","711","19"
"41830","441","386"
"41831","910","418"
"41832","840","95"
"41833","751","514"
"41834","601","276"
"41835","751","805"
"41836","831","95"
"41837","612","505"
"41838","182","777"
"41839","772","458"
"41840","700","19"
"41841","880","177"
"41842","711","253"
"41843","502","804"
"41844","762","449"
"41845","580","243"
"41846","151","777"
"41847","462","526"
"41848","722","453"
"41849","641","443"
"41850","580","889"
"41851","60","865"
"41852","132","749"
"41853","620","243"
"41854","620","243"
"41855","612","887"
"41856","800","276"
"41857","800","276"
"41858","800","464"
"41859","591","389"
"41860","641","435"
"41861","641","435"
"41862","280","769"
"41863","772","458"
"41864","60","844"
"41865","151","796"
"41866","60","599"
"41867","270","873"
"41868","10","479"
"41869","421","373"
"41870","881","313"
"41871","300","7"
"41872","831","95"
"41873","711","253"
"41874","831","95"
"41875","470","366"
"41876","351","785"
"41877","190","804"
"41878","761","407"
"41879","742","769"
"41880","840","447"
"41881","641","19"
"41882","761","407"
"41883","471","865"
"41884","922","159"
"41885","711","534"
"41886","711","19"
"41887","641","443"
"41888","641","443"
"41889","351","785"
"41890","541","243"
"41891","682","274"
"41892","172","736"
"41893","831","449"
"41894","850","116"
"41895","712","254"
"41896","711","19"
"41897","562","258"
"41898","632","266"
"41899","842","156"
"41900","641","19"
"41901","412","883"
"41902","562","259"
"41903","842","156"
"41904","842","156"
"41905","910","417"
"41906","882","218"
"41907","712","303"
"41908","700","376"
"41909","702","376"
"41910","722","19"
"41911","541","889"
"41912","931","35"
"41913","530","259"
"41914","530","337"
"41915","410","19"
"41916","441","23"
"41917","10","479"
"41918","10","479"
"41919","641","435"
"41920","641","435"
"41921","191","23"
"41922","421","389"
"41923","841","178"
"41924","641","443"
"41925","932","335"
"41926","721","319"
"41927","882","53"
"41928","922","5"
"41929","921","23"
"41930","812","84"
"41931","882","59"
"41932","530","259"
"41933","352","777"
"41934","352","314"
"41935","880","453"
"41936","700","19"
"41937","802","389"
"41938","591","243"
"41939","421","213"
"41940","820","445"
"41941","612","514"
"41942","910","228"
"41943","831","447"
"41944","242","313"
"41945","641","434"
"41946","60","558"
"41947","721","319"
"41948","711","253"
"41949","621","505"
"41950","612","243"
"41951","60","319"
"41952","762","317"
"41953","550","315"
"41954","351","379"
"41955","842","19"
"41956","640","13"
"41957","441","348"
"41958","60","564"
"41959","60","257"
"41960","842","155"
"41961","550","259"
"41962","351","877"
"41963","842","444"
"41964","700","383"
"41965","612","263"
"41966","530","585"
"41967","612","263"
"41968","60","804"
"41969","711","19"
"41970","441","257"
"41971","410","883"
"41972","850","153"
"41973","932","386"
"41974","530","243"
"41975","191","19"
"41976","321","259"
"41977","721","256"
"41978","541","305"
"41979","410","804"
"41980","161","777"
"41981","762","579"
"41982","641","435"
"41983","641","19"
"41984","932","5"
"41985","400","689"
"41986","831","313"
"41987","842","156"
"41988","842","156"
"41989","860","313"
"41990","60","585"
"41991","172","19"
"41992","591","264"
"41993","850","315"
"41994","421","315"
"41995","601","243"
"41996","601","305"
"41997","60","844"
"41998","351","785"
"41999","151","744"
"42000","620","243"
"42001","601","686"
"42002","610","276"
"42003","601","877"
"42004","842","315"
"42005","711","337"
"42006","641","435"
"42007","761","407"
"42008","630","667"
"42009","630","666"
"42010","641","434"
"42011","641","435"
"42012","932","319"
"42013","630","243"
"42014","151","56"
"42015","151","744"
"42016","850","139"
"42017","632","243"
"42018","932","5"
"42019","712","254"
"42020","282","597"
"42021","831","426"
"42022","711","336"
"42023","791","189"
"42024","682","274"
"42025","100","889"
"42026","882","575"
"42027","111","806"
"42028","11","473"
"42029","11","473"
"42030","11","473"
"42031","641","436"
"42032","231","878"
"42033","932","337"
"42034","842","157"
"42035","842","156"
"42036","10","479"
"42037","761","407"
"42038","10","479"
"42039","601","243"
"42040","842","156"
"42041","850","315"
"42042","412","354"
"42043","711","337"
"42044","601","877"
"42045","850","449"
"42046","931","36"
"42047","30","79"
"42048","151","744"
"42049","650","243"
"42050","842","156"
"42051","842","14"
"42052","180","73"
"42053","132","739"
"42054","11","473"
"42055","11","479"
"42056","612","505"
"42057","60","368"
"42058","401","808"
"42059","580","308"
"42060","11","473"
"42061","11","473"
"42062","842","443"
"42063","871","174"
"42064","102","883"
"42065","280","824"
"42066","192","757"
"42067","151","744"
"42068","142","519"
"42069","142","749"
"42070","761","407"
"42071","831","389"
"42072","842","157"
"42073","60","558"
"42074","842","156"
"42075","562","19"
"42076","562","364"
"42077","840","678"
"42078","682","243"
"42079","842","164"
"42080","60","563"
"42081","60","865"
"42082","930","486"
"42083","761","406"
"42084","842","469"
"42085","60","865"
"42086","600","666"
"42087","642","274"
"42088","141","575"
"42089","142","738"
"42090","641","435"
"42091","342","683"
"42092","772","458"
"42093","621","243"
"42094","770","19"
"42095","11","473"
"42096","231","633"
"42097","410","875"
"42098","761","486"
"42099","712","173"
"42100","60","575"
"42101","351","313"
"42102","242","727"
"42103","612","709"
"42104","410","804"
"42105","771","747"
"42106","521","804"
"42107","60","865"
"42108","21","486"
"42109","21","475"
"42110","601","276"
"42111","591","365"
"42112","641","435"
"42113","60","865"
"42114","342","683"
"42115","142","749"
"42116","142","749"
"42117","711","375"
"42118","142","633"
"42119","142","738"
"42120","901","804"
"42121","142","738"
"42122","142","749"
"42123","142","749"
"42124","231","733"
"42125","152","744"
"42126","432","19"
"42127","371","23"
"42128","831","95"
"42129","842","156"
"42130","880","177"
"42131","672","889"
"42132","641","19"
"42133","910","178"
"42134","871","174"
"42135","591","264"
"42136","600","264"
"42137","151","744"
"42138","152","744"
"42139","820","445"
"42140","60","558"
"42141","121","888"
"42142","761","407"
"42143","700","337"
"42144","60","865"
"42145","761","889"
"42146","142","738"
"42147","280","518"
"42148","621","505"
"42149","280","634"
"42150","151","633"
"42151","151","744"
"42152","141","744"
"42153","621","885"
"42154","60","558"
"42155","831","203"
"42156","60","585"
"42157","581","268"
"42158","141","313"
"42159","40","516"
"42160","910","418"
"42161","842","156"
"42162","280","365"
"42163","142","749"
"42164","410","883"
"42165","410","804"
"42166","842","157"
"42167","400","637"
"42168","151","888"
"42169","461","19"
"42170","700","383"
"42171","751","389"
"42172","352","653"
"42173","641","435"
"42174","352","769"
"42175","161","759"
"42176","142","633"
"42177","812","313"
"42178","850","19"
"42179","632","337"
"42180","621","243"
"42181","152","779"
"42182","411","888"
"42183","410","804"
"42184","791","319"
"42185","601","686"
"42186","682","453"
"42187","630","264"
"42188","842","156"
"42189","100","889"
"42190","100","686"
"42191","910","423"
"42192","642","274"
"42193","641","435"
"42194","342","683"
"42195","60","783"
"42196","641","435"
"42197","441","529"
"42198","11","473"
"42199","890","337"
"42200","440","774"
"42201","842","313"
"42202","701","315"
"42203","771","748"
"42204","832","447"
"42205","922","5"
"42206","850","313"
"42207","761","407"
"42208","102","777"
"42209","600","243"
"42210","60","558"
"42211","681","805"
"42212","192","23"
"42213","10","479"
"42214","20","479"
"42215","20","479"
"42216","60","595"
"42217","100","856"
"42218","832","447"
"42219","751","505"
"42220","591","243"
"42221","850","128"
"42222","901","5"
"42223","612","243"
"42224","842","157"
"42225","11","473"
"42226","772","458"
"42227","141","739"
"42228","780","457"
"42229","842","156"
"42230","591","264"
"42231","60","865"
"42232","120","883"
"42233","910","425"
"42234","460","567"
"42235","151","744"
"42236","142","633"
"42237","151","744"
"42238","711","13"
"42239","142","738"
"42240","142","738"
"42241","850","125"
"42242","842","468"
"42243","842","156"
"42244","700","347"
"42245","142","738"
"42246","142","738"
"42247","561","268"
"42248","850","194"
"42249","831","809"
"42250","612","337"
"42251","141","749"
"42252","910","418"
"42253","141","633"
"42254","141","315"
"42255","331","785"
"42256","50","19"
"42257","842","468"
"42258","562","29"
"42259","772","458"
"42260","120","806"
"42261","141","744"
"42262","60","783"
"42263","142","749"
"42264","642","276"
"42265","632","243"
"42266","132","796"
"42267","842","14"
"42268","842","164"
"42269","641","443"
"42270","60","579"
"42271","410","804"
"42272","621","885"
"42273","842","453"
"42274","60","804"
"42275","152","888"
"42276","140","756"
"42277","842","156"
"42278","142","749"
"42279","142","744"
"42280","142","749"
"42281","142","739"
"42282","410","507"
"42283","630","264"
"42284","910","313"
"42285","421","318"
"42286","530","308"
"42287","462","865"
"42288","100","686"
"42289","100","888"
"42290","640","267"
"42291","60","585"
"42292","160","33"
"42293","192","706"
"42294","832","447"
"42295","102","805"
"42296","702","337"
"42297","542","877"
"42298","441","55"
"42299","922","376"
"42300","932","365"
"42301","620","337"
"42302","711","253"
"42303","700","337"
"42304","850","137"
"42305","641","434"
"42306","142","744"
"42307","832","447"
"42308","901","53"
"42309","842","156"
"42310","641","438"
"42311","641","435"
"42312","371","777"
"42313","151","633"
"42314","842","156"
"42315","632","185"
"42316","850","805"
"42317","441","348"
"42318","561","243"
"42319","630","633"
"42320","910","417"
"42321","812","337"
"42322","601","276"
"42323","601","243"
"42324","152","744"
"42325","591","364"
"42326","682","274"
"42327","231","637"
"42328","842","159"
"42329","152","364"
"42330","151","744"
"42331","850","387"
"42332","842","486"
"42333","842","163"
"42334","770","468"
"42335","60","558"
"42336","132","796"
"42337","60","865"
"42338","151","796"
"42339","910","425"
"42340","612","263"
"42341","612","337"
"42342","400","516"
"42343","400","516"
"42344","580","268"
"42345","842","156"
"42346","842","157"
"42347","831","389"
"42348","60","567"
"42349","60","804"
"42350","771","275"
"42351","751","505"
"42352","591","276"
"42353","580","29"
"42354","852","164"
"42355","700","734"
"42356","882","43"
"42357","671","547"
"42358","312","783"
"42359","711","197"
"42360","60","558"
"42361","592","276"
"42362","842","436"
"42363","201","633"
"42364","671","277"
"42365","640","243"
"42366","161","303"
"42367","842","14"
"42368","161","878"
"42369","601","686"
"42370","591","378"
"42371","410","359"
"42372","842","155"
"42373","910","315"
"42374","470","366"
"42375","772","458"
"42376","10","479"
"42377","241","19"
"42378","151","744"
"42379","842","436"
"42380","641","436"
"42381","141","518"
"42382","772","458"
"42383","761","447"
"42384","141","738"
"42385","142","738"
"42386","802","889"
"42387","141","738"
"42388","151","744"
"42389","60","844"
"42390","141","389"
"42391","142","883"
"42392","842","163"
"42393","850","389"
"42394","142","519"
"42395","761","407"
"42396","842","157"
"42397","842","157"
"42398","932","5"
"42399","842","156"
"42400","60","567"
"42401","172","384"
"42402","60","567"
"42403","700","383"
"42404","60","567"
"42405","530","805"
"42406","831","365"
"42407","591","243"
"42408","832","447"
"42409","641","435"
"42410","212","777"
"42411","641","19"
"42412","641","19"
"42413","641","276"
"42414","700","383"
"42415","111","518"
"42416","910","423"
"42417","172","736"
"42418","742","335"
"42419","541","883"
"42420","331","575"
"42421","592","438"
"42422","441","529"
"42423","591","386"
"42424","441","527"
"42425","702","376"
"42426","601","276"
"42427","700","383"
"42428","60","558"
"42429","502","259"
"42430","641","19"
"42431","641","435"
"42432","600","243"
"42433","850","305"
"42434","150","738"
"42435","831","447"
"42436","150","19"
"42437","321","785"
"42438","441","527"
"42439","530","259"
"42440","411","365"
"42441","641","276"
"42442","11","473"
"42443","10","479"
"42444","10","479"
"42445","842","157"
"42446","842","156"
"42447","630","243"
"42448","630","243"
"42449","630","243"
"42450","630","243"
"42451","630","243"
"42452","770","19"
"42453","712","254"
"42454","932","64"
"42455","621","243"
"42456","932","389"
"42457","621","505"
"42458","621","885"
"42459","191","426"
"42460","842","433"
"42461","932","508"
"42462","221","745"
"42463","351","889"
"42464","700","19"
"42465","500","365"
"42466","842","468"
"42467","552","804"
"42468","352","365"
"42469","550","804"
"42470","151","744"
"42471","282","785"
"42472","100","633"
"42473","100","883"
"42474","100","686"
