"","ind_70_final","ind_80","occ_70_final","occ_80"
"113334",857,842,903,453
"86491",718,712,903,453
"21634",187,320,650,708
"26321",208,342,602,633
"110625",857,842,144,157
"57153",287,111,441,633
"84642",717,711,265,253
"77467",669,641,310,276
"75723",669,641,915,435
"101507",838,831,926,207
"96031",787,772,944,458
"27891",219,351,561,634
"47718",407,400,452,689
"1274",17,11,801,473
"32545",259,390,305,337
"66695",628,601,231,243
"49400",417,410,715,804
"89395",748,742,184,195
"67046",628,601,441,633
"114467",858,850,394,389
"23702",197,331,441,633
"60709",587,532,245,243
"60076",569,502,245,19
"88535",737,731,602,785
"98593",809,802,701,498
"109517",857,842,144,157
"42998",339,172,305,337
"34491",278,102,785,889
"25553",208,342,652,704
"114630",858,850,3,229
"9427",69,60,550,597
"23944",197,331,461,637
"120980",907,412,331,355
"12603",77,60,436,844
"19598",167,291,233,13
"56186",508,541,282,259
"111748",857,842,142,156
"51956",428,422,375,386
"12276",69,60,751,599
"72821",657,630,205,29
"96595",787,772,944,458
"115261",858,850,372,313
"35971",278,102,233,13
"113520",857,842,144,157
"2539",17,10,822,479
"78661",677,642,705,805
"95103",779,771,245,19
"46008",379,211,612,769
"12366",69,60,751,865
"124406",927,910,195,235
"58575",539,530,282,259
"117433",769,761,902,449
"121396",937,922,321,376
"63748",609,591,283,274
"33191",259,391,692,777
"21805",329,161,233,13
"91472",759,760,516,535
"3992",18,20,740,487
"53199",448,441,473,507
"124061",927,931,215,36
"63927",609,591,231,13
"59849",678,650,282,259
"15987",128,252,374,364
"19207",158,282,481,518
"17904",148,272,680,783
"111218",857,842,143,155
"52219",447,440,193,198
"112614",857,842,144,157
"14034",108,231,695,727
"17249",139,270,502,544
"125367",937,910,964,418
"101122",838,831,925,447
"49681",417,410,715,804
"30816",228,360,680,783
"18833",158,282,706,856
"39742",319,151,663,744
"57665",527,550,705,806
"16095",137,261,643,888
"73354",667,632,563,668
"20858",178,311,441,633
"110898",857,842,142,156
"107866",857,842,903,453
"44420",358,182,643,888
"20679",178,311,652,704
"91102",758,752,485,523
"45658",379,211,612,769
"16092",137,261,441,633
"29213",219,351,644,759
"10728",69,60,535,596
"108610",857,842,32,164
"768",17,10,822,488
"103199",838,831,75,447
"69693",639,612,764,887
"48246",407,400,785,889
"122044",917,930,391,315
"63781",609,591,394,327
"14379",108,231,441,633
"104616",839,832,922,446
"46793",389,221,664,745
"103861",838,831,75,95
"94499",777,762,314,317
"83336",708,702,372,313
"41314",338,171,260,256
"70896",648,621,623,885
"75155",669,641,912,433
"42147",339,172,753,883
"94767",778,762,901,448
"49727",17,10,492,509
"82204",707,700,202,25
"93128",769,761,980,406
"81277",628,601,310,276
"68155",628,601,762,877
"107487",857,842,143,155
"45288",377,200,372,313
"116073",858,850,962,426
"121900",917,932,13,56
"46365",387,212,602,785
"64283",609,591,310,276
"61496",607,580,761,496
"109308",857,842,142,156
"63403",609,591,283,274
"10711",69,60,522,585
"118600",888,882,152,217
"27457",219,351,602,785
"110916",857,842,703,808
"10309",69,60,415,567
"45720",379,211,372,313
"27731",219,351,780,889
"94660",777,762,901,449
"60001",568,540,372,313
"65075",619,671,245,13
"104388",838,831,925,447
"72062",649,622,284,263
"86824",718,712,270,254
"108405",857,842,914,444
"115967",858,850,545,696
"92662",769,761,984,407
"103607",838,831,926,207
"78889",677,642,64,96
"18992",158,282,22,258
"36563",309,141,672,738
"51227",419,420,221,828
"106783",857,842,144,157
"68653",637,610,310,276
"41796",338,171,184,195
"118473",887,881,223,19
"101022",838,831,75,95
"64962",618,670,705,806
"108778",857,842,142,156
"68836",637,610,694,779
"70308",639,612,472,514
"58336",537,521,303,339
"34991",287,111,233,13
"22574",197,331,610,796
"84798",717,711,391,315
"112109",857,842,942,468
"84672",717,711,233,13
"75963",669,641,912,433
"63134",609,591,312,303
"84471",717,711,265,253
"12073",69,60,764,887
"10214",69,60,415,567
"111323",857,842,142,156
"72700",657,630,314,275
"115949",858,850,235,19
"2617",17,11,801,473
"122555",917,932,355,347
"123223",917,932,694,864
"78471",669,641,910,434
"56941",527,550,481,549
"3895",17,10,801,473
"39818",319,151,715,804
"60910",588,571,705,806
"113782",858,850,391,315
"52715",448,441,902,449
"91957",857,842,912,436
"49684",417,410,715,804
"61429",69,60,245,243
"126420",937,910,391,315
"30288",227,352,323,363
"57612",527,550,282,259
"91945",769,761,926,207
"20018",168,300,602,785
"28729",219,351,561,634
"103669",838,831,86,176
"76424",669,641,916,444
"44764",368,192,45,73
"52834",448,441,391,315
"101296",838,831,925,447
"14032",108,231,662,727
"117509",878,871,245,19
"21264",179,312,694,785
"56208",508,541,381,365
"93055",769,761,942,468
"106692",857,842,305,337
"123530",917,932,471,689
"2252",17,10,801,473
"120887",907,412,473,505
"112480",857,842,142,156
"50810",418,411,345,385
"106607",857,842,142,156
"109487",857,842,394,389
"53687",448,441,552,529
"11971",69,60,680,783
"94307",777,762,305,337
"16397",139,270,471,503
"106591",857,842,382,387
"10951",69,60,522,585
"71823",558,552,91,166
"102821",838,831,925,447
"60443",748,742,645,774
"53297",448,441,552,529
"14113",108,231,706,856
"13898",109,241,621,709
"63486",609,591,902,449
"14008",108,231,753,883
"19339",159,290,692,777
"123629",917,932,320,316
"121982",917,932,222,5
"102671",838,831,75,95
"18055",148,272,481,549
"46266",387,212,610,796
"95491",779,771,630,748
"106395",849,841,372,313
"126187",937,910,391,315
"92781",769,761,984,407
"93634",769,761,926,207
"14557",109,241,545,696
"9718",67,60,415,554
"2972",17,11,801,473
"38016",319,151,441,633
"96454",787,772,944,458
"32610",259,391,323,363
"12400",69,60,410,563
"33956",268,100,633,686
"64925",618,670,220,503
"88437",729,730,162,216
"21690",187,320,690,719
"19911",168,300,680,783
"90411",749,750,623,885
"6919",67,60,415,567
"87208",718,712,270,254
"73516",667,632,321,376
"82550",707,700,301,383
"108193",857,842,142,156
"38453",319,151,610,796
"25912",208,342,602,683
"77576",669,641,230,19
"101498",838,831,80,203
"91729",769,761,982,405
"720",17,10,801,473
"75432",807,800,185,186
"56525",509,542,282,259
"86304",717,711,321,376
"72656",657,630,205,29
"43894",348,180,441,633
"79157",677,642,283,274
"62702",609,591,283,274
"51137",419,420,415,567
"55110",469,461,692,779
"123826",917,931,215,36
"70734",648,621,623,885
"90550",757,751,333,357
"98036",808,801,245,19
"110649",857,842,142,156
"69885",639,612,473,505
"127099",937,910,964,418
"120095",907,412,331,355
"106829",857,842,142,156
"3393",17,10,801,473
"36080",299,130,692,777
"80849",697,651,245,243
"13010",77,60,436,844
"101164",838,831,371,313
"92795",769,761,984,407
"3406",937,901,751,869
"88720",738,742,91,166
"80263",697,682,245,243
"48528",408,401,703,808
"92647",769,761,982,405
"76484",669,641,912,437
"111931",857,842,144,157
"98481",809,802,910,434
"89630",748,742,385,348
"122279",838,831,310,276
"112874",857,842,903,453
"85504",717,711,372,313
"126084",937,930,755,486
"103335",838,831,912,436
"19866",168,300,694,719
"61373",607,580,534,595
"121137",907,412,361,354
"87232",718,712,270,254
"89920",748,742,175,187
"125155",937,910,964,418
"9563",69,60,421,588
"41868",338,171,184,195
"113471",857,842,916,444
"67085",628,601,245,243
"115684",858,850,140,154
"88647",737,731,372,313
"29749",227,352,441,633
"63557",609,591,283,264
"58009",529,512,282,259
"103622",838,831,926,207
"76105",669,641,915,435
"76136",669,641,914,438
"62571",609,591,283,274
"37757",318,150,372,313
"72178",657,630,551,667
"126949",937,900,332,356
"29796",227,352,430,689
"86372",717,711,265,253
"89069",739,740,364,319
"75452",669,641,915,435
"82886",707,700,391,315
"47858",407,400,441,843
"62490",609,591,283,274
"21525",187,320,441,633
"25599",208,342,602,785
"80919",619,671,262,277
"45807",379,210,441,633
"105652",848,840,212,19
"91432",118,242,621,709
"52178",447,440,193,198
"66044",628,601,762,877
"91408",759,760,492,509
"51326",427,421,753,883
"103018",838,831,925,447
"104797",839,832,925,447
"104885",839,832,925,447
"10553",69,60,430,555
"63425",609,591,231,243
"107536",857,842,916,444
"82094",707,700,301,383
"82823",707,700,372,313
"15527",119,250,445,589
"77978",669,641,912,436
"113193",857,842,142,156
"37284",317,142,303,339
"66237",628,601,231,13
"42017",338,171,266,278
"86156",717,711,265,253
"94986",779,771,611,747
"14425",109,241,690,733
"62828",609,591,643,888
"24915",207,341,602,785
"51963",428,422,545,696
"32592",259,391,690,755
"90942",757,751,473,505
"19119",158,282,245,19
"13334",77,60,751,869
"3974",18,20,72,86
"117755",878,871,954,467
"58613",539,530,441,633
"102798",838,831,925,447
"20343",168,300,515,735
"42568",339,172,372,313
"126406",937,910,965,423
"88110",728,722,755,486
"39800",319,151,663,744
"49485",417,410,473,507
"52850",448,441,333,357
"73340",658,631,283,265
"8507",68,60,751,869
"36565",309,141,430,575
"112108",857,842,142,156
"22618",197,331,441,633
"19614",167,291,656,706
"43008",339,172,515,735
"98329",809,802,180,199
"39491",319,151,663,744
"123958",917,932,510,579
"7351",67,60,902,449
"42128",339,172,530,734
"20831",178,311,662,727
"39453",319,151,902,453
"96810",788,780,935,457
"54552",467,460,305,337
"42435",339,172,385,348
"62089",609,591,205,29
"53950",449,442,554,523
"21800",187,320,461,637
"9364",69,60,510,579
"51628",427,421,471,508
"85778",717,711,220,19
"5775",67,60,415,567
"35051",287,111,481,518
"67678",628,601,310,276
"36120",307,132,245,19
"14605",109,241,323,373
"102908",838,831,80,203
"71628",648,621,245,243
"69732",639,612,473,505
"69795",757,751,472,514
"23834",197,331,14,57
"72125",657,630,613,666
"101928",838,831,75,95
"84332",717,711,395,379
"32964",259,391,325,335
"12060",69,60,415,567
"120123",907,412,361,354
"93121",769,761,981,404
"79601",679,561,753,883
"114233",858,850,135,147
"79401",678,650,283,274
"90098",417,410,245,19
"80029",688,672,310,276
"74605",669,641,912,433
"66848",628,601,631,686
"119378",889,890,1,25
"100919",838,831,75,95
"48020",407,400,934,466
"11594",69,60,522,585
"50023",417,410,680,783
"8894",68,60,543,789
"28110",219,351,223,27
"36118",307,132,245,19
"22078",188,321,610,796
"58731",539,530,282,259
"108426",857,842,142,156
"58320",537,521,345,385
"110041",857,842,142,156
"30806",228,360,415,567
"88712",738,732,95,173
"98790",828,812,85,208
"80688",697,682,245,243
"63928",609,591,1,23
"52838",448,441,385,306
"19395",159,290,561,634
"70202",639,612,473,505
"54743",479,472,433,555
"114627",858,850,140,154
"84455",717,711,305,337
"55642",478,471,754,875
"102485",838,831,75,95
"22966",197,331,653,704
"68578",629,602,705,806
"109858",857,842,913,444
"71621",648,621,623,885
"37512",317,142,663,744
"41416",338,171,391,315
"49685",417,410,220,19
"126588",937,930,903,453
"110008",857,842,142,156
"94804",778,770,233,13
"120968",907,412,331,355
"4099",17,11,802,475
"69632",639,612,764,887
"61317",607,521,231,13
"71813",648,621,245,243
"12868",77,60,751,869
"87356",718,712,245,25
"86366",717,711,394,343
"113103",857,842,144,157
"101215",838,831,903,453
"44229",357,181,45,73
"55611",478,471,754,875
"22818",197,331,461,637
"52200",447,440,372,313
"68676",637,610,283,274
"112812",857,842,141,159
"79950",688,672,470,534
"106131",849,841,31,178
"114721",858,850,174,163
"91555",759,760,680,783
"76787",669,641,913,444
"103386",838,831,510,579
"66156",628,601,762,877
"32294",227,352,12,55
"3754",17,10,822,479
"44730",368,192,481,503
"94739",777,762,901,449
"40353",328,160,706,856
"96512",787,772,944,458
"80280",697,682,283,274
"119203",889,890,1,23
"23348",139,270,706,856
"43275",339,172,515,735
"14164",108,231,753,883
"87842",727,721,184,195
"36077",299,130,694,787
"117171",877,880,394,389
"111093",857,842,142,156
"10036",69,60,285,257
"40372",328,160,441,633
"40249",328,160,715,804
"15686",127,251,715,804
"7264",67,60,751,869
"30421",227,362,561,634
"101794",838,831,80,203
"108183",857,842,144,157
"101062",838,831,325,335
"62751",609,591,231,13
"84964",717,711,391,315
"35995",299,130,690,777
"102425",838,831,75,95
"29995",227,352,644,759
"107116",857,842,903,453
"42656",339,172,610,796
"62171",609,591,391,315
"86742",718,712,902,449
"106826",857,842,916,444
"115101",858,850,113,134
"33151",259,390,785,889
"113352",857,842,144,157
"120422",907,412,361,354
"110397",857,842,142,156
"122418",917,931,36,67
"76358",669,641,915,435
"15979",128,252,481,549
"117464",878,871,100,174
"3387",17,11,822,479
"34365",278,102,245,19
"86779",718,712,372,313
"75368",669,641,915,435
"15927",127,251,690,777
"93153",769,761,980,406
"37644",317,142,663,744
"103398",838,831,912,436
"74372",669,641,916,444
"123245",917,910,964,418
"72682",657,630,283,264
"67976",628,601,694,786
"21531",187,320,245,19
"11274",69,60,441,558
"78886",677,642,283,274
"97789",807,800,1,23
"105714",848,731,75,95
"67035",628,601,310,276
"116551",867,860,174,163
"109624",857,842,916,444
"74507",669,641,230,19
"59946",328,160,372,313
"76129",669,641,915,435
"29471",227,352,6,44
"85405",717,711,305,337
"119395",739,740,3,64
"4429",19,21,755,486
"13305",77,60,694,873
"44074",349,180,670,749
"6762",67,60,372,313
"2838",17,11,801,473
"92373",769,761,981,404
"52382",448,441,552,503
"91049",758,752,485,523
"102356",838,831,74,97
"67562",628,601,631,686
"122569",917,901,372,313
"124920",927,931,755,486
"120181",907,412,753,883
"101861",838,831,925,447
"19137",158,282,962,426
"102545",838,831,925,303
"112092",857,842,142,156
"70184",639,612,473,505
"126110",937,910,964,418
"29626",227,352,14,57
"7272",67,60,415,567
"67256",628,601,762,877
"85274",717,711,265,253
"27724",219,351,680,783
"40744",329,161,753,878
"63148",609,591,903,453
"25980",208,342,391,315
"125687",937,910,961,413
"41186",337,162,481,518
"14318",108,231,662,727
"93796",777,762,372,313
"4005",18,20,72,86
"49688",417,410,370,313
"69895",639,612,473,505
"12374",69,60,510,579
"65006",618,670,245,243
"87716",727,721,372,313
"107996",857,842,144,157
"76386",669,641,911,443
"54669",467,460,312,303
"58973",539,530,23,59
"111649",857,842,144,157
"98574",809,802,145,159
"47634",407,400,780,889
"123337",917,931,780,889
"116009",858,850,391,315
"43795",347,192,481,518
"33163",259,391,190,188
"69769",639,612,473,505
"47744",407,400,390,318
"81590",707,700,301,383
"121317",848,840,75,95
"46335",387,212,694,779
"25812",208,342,153,213
"125951",937,931,912,436
"43724",347,192,12,55
"41062",337,162,690,717
"91437",197,331,680,783
"31183",237,370,503,675
"102911",838,831,75,95
"26432",208,342,610,689
"101263",838,831,925,447
"13878",108,231,903,453
"118045",887,881,101,175
"33798",268,100,690,889
"38010",319,151,663,744
"64433",609,591,762,877
"105562",848,840,372,313
"37694",317,142,374,364
"68485",628,601,441,243
"103644",838,831,925,447
"27118",209,350,245,19
"56831",527,550,391,315
"12090",69,60,421,558
"55190",477,470,391,315
"14051",108,231,662,727
"111542",857,842,142,156
"126796",937,910,961,417
"7704",68,60,415,567
"106407",849,841,372,313
"72838",609,591,283,274
"8426",68,60,415,567
"100828",838,831,926,207
"76465",669,641,230,19
"24880",207,341,394,389
"28457",219,351,454,518
"82795",707,700,301,383
"78465",669,641,56,27
"58571",539,530,282,259
"31420",239,371,245,19
"19649",278,102,633,686
"67958",628,601,310,276
"15797",127,251,602,785
"53401",448,441,312,303
"36743",317,142,666,766
"61608",608,581,283,268
"4119",18,11,72,86
"5488",49,42,640,699
"91414",759,760,680,783
"92068",769,761,983,403
"103486",838,831,394,389
"92977",769,761,984,407
"106727",857,842,142,156
"107805",857,842,142,156
"16566",139,270,15,45
"36388",307,132,663,744
"20607",177,310,23,59
"43951",348,180,151,224
"50442",417,410,715,804
"124970",937,910,961,6
"63891",609,591,345,385
"45857",379,211,225,33
"64099",609,591,310,276
"149",17,10,801,473
"4756",47,40,640,617
"89165",747,741,962,426
