"","ind_70_final","ind_80","occ_70_final","occ_80"
"10075",69,60,715,804
"20277",168,300,461,637
"33547",268,100,643,888
"104173",838,831,430,575
"111567",857,842,142,156
"94414",777,762,305,337
"112876",857,842,144,157
"114194",858,850,385,348
"55977",507,500,282,259
"70373",647,620,245,19
"14052",108,231,666,766
"66063",628,601,634,888
"119492",889,890,305,337
"80632",647,620,283,274
"75781",669,641,910,434
"37749",318,150,561,634
"48300",769,761,785,486
"108769",857,842,142,156
"30811",228,360,612,769
"94596",777,762,915,435
"48234",407,400,461,637
"97501",798,791,645,774
"113994",858,850,916,444
"82675",707,700,370,313
"87294",718,712,216,16
"118659",888,882,14,57
"15660",127,251,305,337
"17092",139,270,155,216
"21370",187,320,461,637
"71715",648,621,623,885
"96746",787,772,944,458
"46374",387,212,690,719
"34650",278,102,690,777
"17405",147,291,245,19
"124342",927,931,312,303
"5813",67,60,415,567
"106069",849,841,370,313
"35077",287,111,705,805
"81215",617,592,283,266
"122941",917,901,391,315
"98936",828,812,922,446
"59888",567,560,282,259
"7701",68,60,323,373
"89164",69,60,552,575
"11536",69,60,510,579
"1745",17,11,801,473
"52808",448,441,314,275
"92200",769,761,984,407
"125905",937,910,964,418
"14002",108,231,430,575
"37053",317,142,663,744
"55398",478,471,715,804
"57834",529,512,245,269
"83820",709,710,271,255
"40315",328,160,695,779
"21458",187,320,461,637
"123059",917,931,164,227
"39180",319,151,481,518
"92591",769,761,942,468
"69113",638,611,643,888
"91916",769,761,984,407
"87545",718,712,270,254
"84413",717,711,375,386
"91160",758,752,441,503
"48980",409,402,315,359
"67751",628,601,245,243
"57446",527,550,282,259
"72029",649,622,284,269
"77674",669,641,230,19
"101272",838,831,925,447
"25675",208,371,162,216
"104805",839,832,912,436
"49010",409,402,315,359
"23460",197,331,602,785
"113326",857,842,142,156
"82312",707,700,202,19
"125446",937,910,961,417
"11739",69,60,751,865
"77909",669,641,912,436
"12490",69,60,305,337
"51466",427,421,390,318
"76916",669,641,230,19
"62744",609,591,283,274
"15342",119,250,441,633
"70708",648,621,623,885
"118709",888,882,14,57
"67844",628,601,56,8
"27279",209,350,602,683
"30603",228,360,461,637
"2844",17,11,801,473
"120299",907,412,753,883
"119944",897,892,391,385
"83871",709,710,245,19
"26936",208,342,245,19
"74014",668,640,470,534
"66606",628,601,310,276
"127014",937,910,965,423
"115672",858,850,126,143
"101535",838,831,75,95
"95596",779,771,314,275
"124629",927,910,101,175
"32797",259,391,563,668
"60859",588,571,282,259
"49397",417,410,754,875
"80446",697,682,245,243
"96494",787,772,944,458
"87098",718,712,391,315
"64903",617,592,283,274
"117193",877,880,86,176
"10050",69,60,751,869
"113857",858,850,32,164
"2951",17,11,801,473
"59353",558,552,333,357
"76857",669,641,915,435
"104056",838,831,925,447
"25329",208,342,13,56
"120914",907,412,331,355
"51751",427,421,163,226
"18907",158,282,643,888
"106745",857,842,144,157
"40226",328,160,681,777
"115045",858,850,130,144
"5390",49,42,614,614
"113834",858,850,126,143
"59748",559,531,305,337
"99761",829,820,62,85
"116166",859,852,32,164
"37606",317,142,56,27
"94940",778,770,86,176
"50580",417,410,753,883
"2208",17,10,801,473
"6180",67,60,415,567
"86591",718,712,903,453
"49",927,910,962,424
"74382",669,641,915,435
"16346",138,262,424,859
"36100",299,130,690,754
"119385",889,890,1,23
"78711",677,642,283,274
"119946",897,892,190,188
"122206",917,932,1,23
"19110",158,282,281,259
"35491",289,120,705,806
"98022",808,801,942,468
"99660",829,820,62,85
"34146",269,101,1,23
"88651",848,840,926,207
"40333",328,160,692,777
"41024",337,162,441,633
"38945",319,151,694,749
"91439",529,512,453,535
"76402",669,641,915,435
"115995",858,850,395,379
"44026",387,212,372,313
"63925",609,591,473,507
"52841",448,441,385,348
"55938",507,500,441,633
"126158",937,910,391,315
"25186",207,341,345,385
"80417",697,651,310,276
"16019",128,252,481,518
"18323",149,280,641,756
"42236",339,172,374,364
"20123",168,300,245,19
"53987",467,460,441,633
"68044",628,601,631,686
"126229",937,921,201,5
"104033",838,831,364,319
"19172",158,282,656,706
"85556",717,711,265,253
"107508",857,842,142,156
"30817",228,360,751,869
"121159",907,412,331,355
"18016",148,272,441,633
"14875",118,242,602,785
"35122",287,111,245,633
"78645",677,642,394,323
"25188",207,341,12,55
"71201",648,621,623,885
"94879",778,770,285,274
"78573",669,641,230,19
"79091",677,642,310,276
"117673",848,840,245,19
"54336",467,460,433,577
"21916",187,320,656,706
"112784",857,842,142,156
"34058",269,101,705,806
"120598",907,412,361,354
"74834",669,641,230,19
"114298",858,850,120,123
"46913",397,222,690,753
"15326",119,250,690,777
"60613",527,550,282,259
"57865",529,512,485,523
"23478",197,331,245,19
"25114",207,341,610,796
"36061",299,130,764,887
"17469",147,270,690,777
"29934",227,352,14,57
"12257",69,60,245,19
"123754",917,932,391,315
"49185",417,410,245,19
"68090",628,601,762,877
"53841",448,441,441,306
"88217",728,722,694,455
"27861",219,351,644,759
"50302",417,410,374,368
"121297",108,231,706,856
"2065",17,11,801,473
"119603",889,890,305,337
"81597",707,700,391,389
"52827",448,441,245,19
"42219",339,172,372,313
"96715",787,772,944,458
"89549",748,742,441,633
"11446",69,60,520,584
"1352",17,10,801,473
"54863",468,462,360,338
"55857",507,500,762,889
"14189",108,231,662,727
"93553",769,761,980,406
"6836",67,60,690,777
"16742",139,270,441,633
"46624",389,221,441,633
"39612",319,151,663,744
"84896",717,711,326,375
"15556",119,250,695,785
"93212",769,761,984,407
"39235",319,151,663,744
"85853",717,711,372,313
"880",17,10,801,473
"42290",339,172,422,736
"104247",838,831,305,337
"53379",68,60,441,503
"54570",467,460,430,575
"112049",857,842,32,164
"7023",67,60,415,567
"71148",648,621,623,885
"73119",658,631,283,265
"112939",857,842,142,156
"3094",17,11,822,479
"112920",857,842,142,156
"123372",917,932,374,364
"111807",857,842,144,157
"13210",77,60,415,567
"59213",139,270,903,453
"61525",128,252,694,787
"21278",179,312,372,313
"123351",917,932,433,577
"95262",779,771,551,667
"10598",69,60,535,653
"79034",677,642,310,276
"11523",69,60,522,585
"6133",67,60,245,19
"106106",849,841,370,313
"2200",17,10,801,473
"85034",717,711,372,313
"51862",427,421,370,313
"16472",139,270,415,567
"112249",857,842,240,14
"73761",667,632,284,266
"20596",177,310,602,873
"70223",639,612,305,337
"56798",527,550,753,883
"43617",347,192,690,753
"56005",507,500,473,507
"15101",118,242,441,633
"55048",469,461,321,376
"105906",849,841,305,337
"107482",857,842,916,444
"118952",888,882,11,53
"3872",17,10,801,473
"39157",319,151,663,744
"98194",809,802,910,434
"102159",838,831,911,443
"4856",48,41,640,864
"82691",707,700,301,383
"10328",69,60,421,588
"37242",317,142,670,749
"119275",889,890,1,23
"78400",669,641,911,443
"68842",637,610,283,274
"113757",858,850,110,116
"52224",447,440,323,363
"74533",669,641,915,435
"7574",68,60,751,869
"38542",319,151,611,747
"110447",857,842,903,453
"47003",398,392,610,796
"104133",838,831,75,95
"66871",628,601,762,877
"39894",327,152,610,796
"108789",857,842,141,159
"49168",417,410,305,337
"115346",858,850,903,453
"75648",669,641,913,444
"13081",77,60,410,563
"24672",207,341,372,313
"52087",429,432,714,809
"18392",149,280,483,518
"57222",527,550,282,259
"85026",717,711,372,313
"125670",937,910,964,414
"73723",667,632,245,19
"39736",319,151,663,744
"5973",67,60,410,563
"55270",477,470,522,585
"83206",707,700,333,357
"116593",867,860,145,159
"23503",197,331,695,779
"99167",828,812,85,208
"26239",208,371,323,363
"36111",307,132,690,753
"80207",689,681,305,337
"27784",219,351,690,859
"61295",607,580,283,274
"40541",328,160,690,777
"24151",199,340,152,217
"26161",208,342,233,13
"52357",448,441,385,348
"64706",617,592,283,274
"91001",757,751,372,313
"73351",667,632,284,266
"41977",338,171,266,278
"74720",669,641,912,436
"60318",587,562,312,305
"59652",559,531,245,19
"98573",809,802,364,319
"91064",758,752,475,525
"98317",809,802,932,427
"82400",707,700,202,19
"18680",158,282,680,783
"108252",857,842,912,436
"63118",609,591,612,769
"75185",669,641,902,449
"23948",197,331,461,637
"72469",609,591,283,274
"104910",839,832,305,337
"37519",317,142,673,739
"264",17,11,801,473
"71850",648,621,623,885
"103330",838,831,926,207
"8948",428,422,640,699
"43774",347,192,690,669
"18129",149,280,706,856
"28756",219,351,391,315
"2378",17,11,822,479
"16569",139,270,345,385
"5566",57,50,715,804
"55629",478,471,785,889
"11378",69,60,522,557
"74552",669,641,230,19
"83338",708,702,312,303
"7336",67,60,245,558
"25282",207,341,610,796
"100139",838,831,364,319
"55375",477,470,305,337
"75346",669,641,910,434
"71510",648,621,245,243
"57979",529,512,430,575
"15207",118,242,245,19
"91075",758,752,225,33
"115769",858,850,124,138
"41206",338,171,184,195
"59927",568,540,305,337
"118574",798,791,325,335
"116241",859,852,32,164
"118607",888,882,183,185
"35719",297,121,281,259
"70982",648,621,473,505
"67709",628,601,762,877
"73679",667,632,284,266
"36336",307,132,245,19
"24448",207,341,372,313
"118706",888,882,152,217
"86338",717,711,326,375
"47469",407,400,360,338
"97746",638,611,245,243
"70469",647,620,283,269
"51640",427,421,390,318
"62317",609,591,551,667
"116449",867,860,145,159
"9415",69,60,374,364
"2568",17,10,801,473
"100571",838,831,912,436
"56120",507,500,282,269
"41927",338,171,266,278
"34500",278,102,912,436
"121241",417,410,705,805
"52210",447,440,233,13
"122017",937,931,394,368
"57216",527,550,753,883
"6320",67,60,751,869
"71627",648,621,245,243
"34055",269,101,604,754
"92936",769,761,755,486
"34346",278,102,430,575
"89150",747,741,962,426
"57404",527,550,282,259
"99037",828,812,65,84
"12960",77,60,751,869
"83724",709,710,271,255
"9789",69,60,441,558
"85362",717,711,265,253
"96495",787,772,944,458
"25619",208,342,602,683
"4331",19,21,441,485
"99062",828,812,65,84
"730",17,10,801,473
"23053",197,331,225,9
"84590",717,711,375,386
"114525",858,850,3,229
"41090",337,162,694,873
"85104",717,711,372,313
"43643",228,360,323,373
"28693",219,351,441,633
"117515",878,871,954,467
"104442",839,832,75,95
"41875",338,171,184,195
"38194",319,151,611,747
"10769",69,60,445,589
"6084",67,60,751,869
"16094",137,261,644,759
"62036",609,591,394,389
"78542",669,641,915,435
"73200",658,631,283,265
"103071",838,831,75,447
"88373",729,730,320,316
"34280",278,102,260,256
"5305",49,42,715,804
"71323",648,621,245,243
"51507",427,421,441,503
"87048",718,712,270,254
"71107",648,621,623,885
"57341",527,550,753,883
"25469",208,342,441,633
"47138",379,211,694,779
"126897",937,910,376,314
"87856",727,721,245,187
"13199",77,60,751,869
"67756",628,601,283,277
"115248",858,850,903,453
"28395",219,351,481,518
"107567",857,842,144,157
"53629",448,441,385,306
"110981",857,842,142,156
"42475",339,172,530,734
"62790",609,591,283,274
"123249",917,932,461,637
"3682",17,10,822,479
"48954",409,402,714,809
"85499",717,711,265,253
"115291",858,850,112,128
"29037",219,351,342,344
"37261",317,142,673,739
"122600",917,910,312,303
"74630",669,641,910,434
"80653",697,682,305,337
"26283",208,342,610,796
"52222",447,440,153,189
"56949",527,550,705,806
"32905",259,391,690,754
"117147",877,880,903,453
"32703",359,190,281,259
"85209",707,700,202,7
"78619",669,641,912,437
"73152",658,631,283,265
"116698",877,880,86,176
"73336",658,631,283,265
"112797",857,842,240,14
"106537",849,841,31,178
"32812",259,391,694,785
"3661",17,10,801,473
"42491",339,172,372,313
"74493",669,641,912,437
"102575",838,831,926,207
"18866",158,282,903,453
"118783",888,882,11,53
"92430",769,761,984,407
"36318",307,132,663,744
"106282",849,841,31,178
"98369",809,802,903,453
"99393",828,812,65,84
"121647",917,932,152,217
"125285",937,882,394,364
"350",17,10,801,473
"51253",419,420,760,845
"105249",839,832,925,447
"37403",317,142,345,385
"20354",149,280,430,575
"52452",448,441,385,348
"3292",17,11,822,479
"40987",337,162,481,547
"14000",108,231,706,856
"26973",208,342,12,55
"93730",769,761,980,406
"68655",637,610,283,274
"11638",69,60,245,579
"47029",737,731,372,313
"51084",419,420,661,829
"78198",669,641,913,444
"31190",237,370,575,547
"61402",607,580,415,567
"125431",809,802,932,459
"76533",669,641,916,444
"18189",149,280,495,549
"28083",219,351,561,634
"24477",207,341,602,785
"44699",367,191,785,889
"42033",338,171,314,275
"52939",448,441,552,529
"43996",379,211,372,313
"36503",308,140,325,335
"36547",309,141,303,339
"101504",838,831,371,313
"112950",857,842,142,156
"105723",848,840,694,455
"76434",669,641,915,435
"76983",669,641,915,435
"12722",77,60,751,869
"92791",769,761,984,407
"116446",867,851,325,335
"123463",917,932,916,444
"82306",707,700,305,337
"67418",628,601,762,877
"75558",669,641,912,436
"57006",527,550,341,344
"31061",229,361,452,796
"94620",807,800,185,186
"38393",319,151,643,888
"51388",427,421,931,465
"3509",17,11,801,473
"24137",199,340,680,783
"50722",417,410,715,804
"34103",269,101,441,633
"80742",729,730,23,59
"116795",877,880,86,176
"49645",417,410,715,804
"39758",319,151,663,744
"28904",219,351,602,785
"87801",727,721,245,19
"126926",937,910,222,5
"68993",638,611,283,274
"30264",227,352,305,337
"16179",138,262,481,547
"76234",669,641,915,435
"13678",107,230,761,496
"11259",69,60,522,585
"114171",858,850,152,217
"9760",69,60,470,534
"106700",857,842,144,157
"103390",838,831,925,447
"40215",328,160,643,754
"9479",69,60,360,338
"69712",639,612,473,505
"1960",17,10,822,479
"31526",239,371,602,785
"31801",248,380,152,217
"114637",857,842,126,143
"14756",118,242,785,889
"25430",208,342,1,23
"77832",669,641,912,436
"69160",639,612,473,505
"87029",718,712,216,16
"37978",319,151,183,185
"71401",648,621,245,243
"15355",119,250,14,57
"22093",188,321,610,796
"6731",67,60,510,579
"30266",227,352,381,365
"54794",467,460,12,55
"79471",678,650,283,274
"79456",678,650,283,274
"15863",127,251,715,804
"3842",17,10,801,473
"98924",828,812,65,84
"67396",628,601,245,243
"100600",838,831,75,95
"120250",907,412,331,355
"117785",878,871,245,19
"70026",639,612,284,263
"116829",877,880,86,176
"39065",319,151,663,744
"11948",69,60,245,19
"9451",69,60,441,558
"38580",319,151,441,633
"76772",669,641,915,435
"108518",857,842,903,453
"122604",917,910,3,229
"20875",178,311,602,785
"94349",777,762,901,449
"60511",587,561,762,877
"115432",858,850,372,313
"97347",798,791,165,235
"90385",757,751,473,505
"63455",609,591,283,274
"71772",648,621,305,337
"67428",628,601,762,877
"112903",857,842,142,156
"16409",139,270,622,766
"41526",338,171,422,736
"105332",847,822,506,677
"39448",319,151,611,747
"100531",838,831,926,207
"86236",717,711,31,178
"121894",917,900,222,3
"60921",588,571,623,885
"65375",627,600,762,877
"77256",669,641,912,436
"80369",697,682,283,274
"30660",228,360,540,646
"178",17,11,801,473
"66607",628,601,283,274
"64311",609,591,231,243
"80761",697,682,283,274
"86646",718,712,270,254
"74395",669,641,915,435
"4367",19,21,755,486
"121278",907,412,331,355
"17877",148,272,612,769
"81952",708,701,903,453
"90345",757,751,245,19
"2397",17,10,822,479
"68991",638,611,245,243
"30330",227,352,415,567
"58176",537,521,381,365
"55252",477,470,522,585
"13574",107,230,715,804
"112912",857,842,240,14
"6645",67,60,415,567
"64427",609,591,245,13
"100204",838,831,75,95
"55668",478,471,754,875
"59721",559,531,441,633
"26550",208,342,461,637
"112389",857,842,144,157
"103685",838,831,75,95
"73001",657,630,283,264
"97068",788,780,935,457
"43748",347,192,441,633
"60046",569,502,372,313
"56775",527,550,283,274
"97714",807,800,185,186
"38906",319,151,612,769
"111726",857,842,144,157
"63103",609,591,375,386
"37873",307,132,381,365
"73671",667,632,231,13
"10953",69,60,510,556
"8130",68,60,441,558
"17115",139,270,706,856
"54641",467,460,525,695
"99928",838,831,370,313
"86694",718,712,245,19
"51265",419,420,661,829
"112744",857,842,341,344
"17980",148,272,695,777
"60189",569,502,22,258
"123306",917,932,415,567
"30049",227,352,610,689
"47865",407,400,455,824
"3720",17,10,822,479
"79568",679,561,245,19
"102450",838,831,925,447
"39133",319,151,663,744
"81322",627,600,245,243
"30310",227,352,1,23
"86772",718,712,364,319
"18502",157,281,680,783
"50439",417,410,233,243
"92029",769,761,984,407
"114571",858,850,110,116
"125125",937,910,391,315
"82156",707,700,301,383
"102335",838,831,75,95
"31281",237,232,503,713
"82965",707,700,343,308
"55072",469,461,375,359
"63581",609,591,310,276
"32915",259,391,762,877
"74152",668,640,284,267
"82182",707,700,202,7
"78681",677,642,305,337
"82810",707,700,903,453
"10061",69,60,510,579
"77741",669,641,230,19
"121966",917,931,394,389
"11266",69,60,510,579
"58597",539,530,233,13
"5114",49,42,614,598
"79219",677,642,325,335
"38587",319,151,663,744
"21339",179,312,281,259
"36234",307,132,643,888
"13742",107,230,424,844
"20264",168,300,385,348
"41675",338,171,266,278
"83613",708,702,372,313
"50934",418,411,372,313
"88900",738,732,192,197
"23363",197,331,643,888
"53075",448,441,1,23
"74819",669,641,914,438
"103732",838,831,76,105
"123822",917,921,372,313
"60222",569,502,441,633
"99226",828,812,75,95
"77757",669,641,914,438
"61758",608,530,715,804
"114312",858,850,364,319
"67015",628,601,310,276
"118352",887,881,223,19
"101780",838,831,75,95
"7366",67,60,415,567
"111221",857,842,142,156
"108094",857,842,142,156
"63887",609,591,485,523
"30055",227,352,471,689
"25094",207,341,610,689
"23000",197,331,610,689
"104331",838,831,916,444
"39881",327,152,441,633
"30814",228,360,13,56
"38027",319,151,663,744
"49653",417,410,705,805
"33702",268,100,281,259
"36848",317,142,706,856
"102387",838,831,925,447
"29704",227,352,323,373
"75188",669,641,915,435
"105543",848,830,80,203
"4603",28,31,752,498
"80676",697,682,245,243
"1458",17,11,801,473
"100719",838,831,202,7
"96873",788,780,935,457
"14977",118,242,183,185
"86745",718,712,372,313
"19849",168,300,692,777
"97759",807,800,953,464
"63885",609,591,283,274
"31753",247,372,345,385
"39154",319,151,663,744
"19862",197,331,441,633
"97118",789,782,542,669
"122971",917,932,485,523
"440",17,10,822,479
"30301",227,362,10,48
"123421",917,932,220,19
"28437",219,351,441,633
"72449",657,630,283,264
"24098",748,742,314,275
"95952",787,772,944,458
"28014",219,351,753,859
"48151",407,400,455,824
"78104",669,641,915,435
"4298",19,21,2,43
"74543",669,641,912,433
"61368",607,580,284,268
"5359",49,42,305,337
"93196",769,761,982,407
"22162",188,321,281,259
"92266",769,761,984,407
"20904",179,312,680,783
"17383",147,291,13,56
"88800",738,732,1,25
"77911",669,641,915,435
"33560",268,100,281,259
"59681",559,531,785,889
"122357",917,932,471,508
"110412",857,842,142,156
"109580",857,842,995,999
"112645",857,842,142,156
"42672",339,172,245,19
"29126",219,351,323,373
"60993",607,580,305,337
"103021",838,831,441,633
"125028",937,910,961,417
"86875",718,712,902,449
"79413",567,560,753,883
"91646",769,761,984,407
"27752",219,351,680,783
"39032",319,151,663,744
"121924",838,831,520,584
"56443",509,542,282,259
"33851",268,100,643,888
"53034",448,441,385,348
"63422",609,591,283,264
"68179",628,601,245,243
"15628",119,250,610,796
"17079",139,270,780,859
"30679",228,360,412,856
"7632",68,60,436,844
"37455",317,142,483,518
"99043",828,812,65,84
"11459",69,60,751,869
"73860",667,632,372,313
"6165",67,60,751,869
"103517",838,831,65,84
"105394",848,840,426,633
"70524",647,620,210,7
"88937",738,732,372,313
"40085",328,160,753,883
"118031",879,870,942,468
"82464",707,700,202,7
"20287",168,300,690,707
"40247",328,160,690,777
"34067",269,101,690,688
"13857",108,231,705,805
"14705",118,242,413,657
"54210",467,460,11,53
"4934",48,41,710,824
"49941",417,410,391,315
"70119",639,612,284,263
"34046",269,101,372,313
"18592",157,281,602,785
"4727",149,280,710,824
"92620",769,761,984,407
"113024",857,842,144,157
"109654",857,842,144,157
"81572",707,700,301,383
"66161",628,601,245,243
"31222",237,232,441,633
"1847",17,11,801,473
"83847",709,710,372,313
"59439",558,552,245,243
"102224",838,831,376,314
"9023",68,60,360,338
"61950",608,581,245,243
"9972",69,60,523,587
"101710",838,831,611,747
"119534",889,890,372,313
"79205",677,642,310,276
"8715",68,60,436,855
"9122",68,60,575,599
"120381",907,412,331,355
"21187",179,312,602,785
"103900",838,831,65,84
"78832",677,642,245,243
"90573",757,751,473,505
"21549",187,320,561,634
"5782",67,60,415,567
"24881",207,341,690,777
"77888",669,641,230,19
"41217",338,171,422,736
"106400",849,841,31,178
"69623",639,612,284,263
"51843",427,421,931,465
"27706",219,351,245,19
"71460",609,591,623,885
"2274",17,11,822,479
"8215",68,60,245,19
"25705",208,342,690,777
"28496",219,351,602,785
"62999",609,591,283,264
"93592",769,761,980,406
"10646",69,60,440,599
"112422",857,842,144,157
"3528",17,10,822,479
"115682",858,850,42,77
"125612",937,931,213,35
"12779",77,60,415,567
"77714",669,641,912,436
"93235",769,761,984,407
"53166",448,441,385,348
"113339",857,842,144,157
"93607",769,761,982,405
"122559",917,932,372,313
"51351",427,421,312,303
"94785",778,770,245,19
"122980",917,901,320,316
"15704",127,251,610,796
"52456",448,441,375,386
"119464",889,890,1,23
"10184",69,60,522,585
"83119",707,700,301,383
"115901",858,850,382,387
"63066",627,600,381,365
"113483",857,842,952,468
"29820",227,352,644,759
"83202",707,700,202,25
"44894",369,192,1,23
"111850",857,842,144,157
"34252",269,101,481,518
"45248",377,200,522,585
"14628",118,242,602,785
"51804",427,421,390,318
"99873",837,821,61,89
"126116",937,930,55,65
"32184",258,292,610,796
"119933",897,891,53,69
"31926",259,390,643,888
"72749",657,630,283,264
"101516",838,831,75,95
"116913",877,880,86,176
"84447",717,711,233,13
"53637",448,441,552,503
"11918",69,60,751,865
"73268",658,631,283,265
"8563",68,60,751,599
"95178",779,771,630,748
"87018",718,712,372,313
"3723",17,10,821,477
"64994",618,670,492,547
"36167",307,132,245,185
"67146",628,601,231,243
"66592",628,601,310,276
"118090",887,881,223,19
"71373",628,601,473,505
"84752",717,711,265,253
"26465",208,342,621,709
"47570",407,400,713,825
"66937",628,601,283,276
"120513",907,412,331,355
"108845",857,842,142,156
"106763",857,842,240,14
"35296",289,120,281,259
"21022",179,312,245,19
"59874",567,560,705,806
"16167",138,262,705,805
"74660",807,800,185,186
"125955",937,910,961,417
"10361",69,60,523,587
"23143",197,331,492,547
"12328",69,60,522,585
"40685",329,161,374,364
"67225",628,601,915,435
"27733",219,351,372,313
"56790",527,550,705,806
"48473",408,401,703,808
"51782",427,421,163,226
"117309",857,842,942,468
"83802",709,710,381,365
"22232",189,322,481,547
"36346",307,132,663,744
"123449",917,291,962,426
"53000",207,341,12,55
"92303",769,761,980,407
"5503",49,42,614,598
"117474",878,871,916,444
"45689",379,211,364,319
"47941",407,400,934,466
"9670",69,60,430,575
"106322",849,841,31,178
"91361",759,760,461,637
"87074",718,712,270,254
"35862",637,610,402,763
"118442",887,881,223,19
"17791",139,270,680,783
"118217",887,881,101,175
"118569",887,871,245,34
"65211",619,671,262,277
"89506",748,742,543,789
"71451",648,621,623,885
"81197",387,212,231,13
"20392",169,301,755,486
"120674",907,412,361,354
"92711",769,761,984,407
"85691",717,711,370,313
"126360",937,910,961,417
"123997",917,932,495,549
"25332",208,371,690,719
"68304",628,601,245,243
"92383",769,761,982,407
"88279",357,181,45,73
"62796",609,591,283,274
"28929",219,351,715,804
"121046",907,412,361,354
"123689",917,922,222,5
"11664",69,60,510,579
"11349",69,60,510,579
"70361",647,620,305,337
"126096",937,910,964,418
"41495",338,171,266,278
"16375",139,270,780,889
"2569",17,10,801,473
"12915",77,60,751,869
"54403",467,460,430,575
"114594",858,850,235,14
"38469",319,151,663,744
"6909",67,60,245,558
"41323",338,171,184,195
"117177",877,880,86,176
"106013",849,841,370,313
"72934",657,630,613,666
"59421",558,552,220,19
"41474",338,171,266,278
"20987",179,312,614,708
"37417",317,142,670,749
"100993",838,831,75,95
"115378",858,850,912,437
"84355",717,711,962,426
"118405",887,881,372,313
"45775",379,210,441,633
"47747",407,400,245,843
"61460",607,580,415,567
"43056",339,172,305,337
"28377",219,351,602,785
"11150",69,60,510,579
"80644",609,591,283,274
"37392",317,142,673,739
"27207",729,730,12,55
"94239",777,762,915,435
"122593",917,932,320,316
"119148",888,882,23,59
"89986",748,742,645,774
"87104",718,712,216,16
"101881",838,831,925,447
"32588",259,391,441,633
"70282",639,612,473,505
"126935",937,910,964,418
"10714",69,60,680,783
"43936",348,212,715,804
"82195",707,700,305,337
"119283",889,890,1,23
"35294",289,120,575,757
"119494",889,890,1,23
"52673",448,441,391,315
"46962",397,222,281,259
"75154",669,641,910,434
"47545",407,400,395,379
"59045",539,530,282,259
"45812",379,210,694,777
"13569",107,230,761,496
"83705",708,702,305,337
"107978",857,842,382,387
"78178",669,641,230,19
"31106",229,361,152,217
"38200",319,151,663,744
"80990",697,682,305,337
"111315",857,842,142,156
"89458",748,742,394,389
"25613",208,342,372,313
"34111",269,101,603,615
"22022",188,321,14,57
"98319",809,802,912,436
"23714",197,331,441,633
"92454",769,761,984,407
"39915",327,152,663,744
"80970",697,682,391,315
"79302",677,642,372,313
"83817",709,710,271,255
"61026",119,250,220,19
"23691",197,331,245,19
"5224",49,42,395,379
"63343",609,591,283,264
"17823",147,271,690,777
"92528",769,761,372,313
"70263",639,612,473,505
"98259",809,802,1,23
"82745",707,700,202,383
"71930",648,621,623,885
"7475",68,60,481,516
"92960",769,761,980,406
"21580",187,320,561,637
"1204",17,10,801,473
"58556",539,530,372,313
"68425",917,932,631,686
"113138",857,842,903,453
"62247",609,591,395,379
"25950",208,342,602,683
"54992",469,461,482,689
"37887",319,151,694,779
"3439",17,10,822,479
"62798",609,591,283,274
"55240",477,470,692,777
"42151",339,172,1,25
"86259",717,711,326,375
"114983",858,850,140,154
"57550",527,550,785,889
"16563",139,270,715,804
"91177",758,752,492,533
"109604",857,842,142,156
"120090",907,412,312,303
"78756",677,642,64,96
"41481",338,171,422,736
"63920",609,591,283,274
"113243",857,842,142,156
"4066",18,20,740,487
"50287",417,410,715,804
"110548",857,842,912,436
"108771",857,842,142,156
"27519",197,331,561,634
"41876",338,171,266,278
"39806",319,151,663,744
"110718",857,842,32,164
"58312",537,521,205,29
"125422",937,910,325,335
"31555",247,372,602,785
"83421",708,702,202,7
"78458",669,641,230,19
"51551",427,421,471,515
"47752",407,400,780,889
"122228",897,891,56,27
"21362",187,320,56,8
"41162",337,162,372,313
"102858",838,831,75,95
"103728",838,831,914,438
"39229",319,151,183,185
"25637",208,342,461,637
"33516",268,100,281,259
"73925",667,632,245,19
"61337",508,562,231,13
"53235",448,441,285,257
"104159",838,831,925,447
"46176",387,212,604,754
"85838",717,711,372,313
"59395",558,552,903,453
"5310",49,42,372,313
"23446",197,331,694,873
"11995",69,60,550,599
"116410",867,851,785,889
"110500",857,842,142,156
"38320",319,151,663,744
"110224",857,842,142,156
"76650",669,641,912,436
"50224",417,410,441,633
"58971",539,530,282,259
"79890",687,660,283,274
"32622",358,182,481,518
"49703",417,410,753,883
"112319",857,842,144,157
"62972",698,691,310,276
"557",17,10,822,479
"96904",788,780,935,457
"19085",158,282,694,779
"123507",897,891,341,344
"100041",838,831,75,447
"26839",208,342,903,453
"7081",67,60,750,869
"104780",839,832,925,447
"91972",769,761,982,407
"13076",77,60,751,869
"40093",328,160,695,779
"105610",848,922,195,19
"32578",259,391,453,647
"24837",207,341,903,453
"77166",669,641,912,436
"12496",69,60,522,585
"64621",617,592,283,274
"36109",307,132,671,739
"90049",749,750,314,275
"79207",677,642,283,274
"14146",108,231,705,805
"15624",119,250,764,887
"98498",809,802,310,276
"13636",107,230,761,496
"100060",839,832,212,15
"46392",387,212,690,777
"26429",208,342,681,777
"109748",857,842,144,157
"111168",857,842,395,379
"46382",387,212,481,518
"101398",838,831,75,95
"8947",68,60,436,855
"26533",208,342,690,777
"45567",379,211,610,796
"89831",748,742,394,389
"78280",807,800,182,193
"37205",317,142,674,749
"84018",709,710,271,255
"77461",669,641,912,436
"106709",857,842,142,156
"16907",139,270,575,547
"114384",858,850,124,138
